CourseID,CourseName,Unit,ReviewNumber,AvgStar,Level,Results
SQL Window Functions for Analytics,SQL Window Functions for Analytics,Coursera Project Network,29,4.7,Advanced level,"Understand how SQL window functions work and how to use them
Manipulate data in tables using SQL SELECT statements together with window functions
Use different SQL windows to get database insights
"
Unsupervised Machine Learning for Customer Market Segmentation,Unsupervised Machine Learning for Customer Market Segmentation,Coursera Project Network,329,4.7,Beginner level,"Understand how to leverage the power of machine learning to transform marketing departments and perform customer segmentation
Compile and fit unsupervised machine learning models such as PCA and K-Means to training data.
Understand the theory and intuition behind Principal Component Analysis (PCA) and k-means clustering machine learning algorithm
Learn how to obtain the optimal number of clusters using the elbow method
"
Introduction to Applied Machine Learning,Introduction to Applied Machine Learning,Alberta Machine Intelligence Institute,732,4.7,Intermediate level,
3D SARS-CoV-19 Protein Visualization With Biopython,3D SARS-CoV-19 Protein Visualization With Biopython,Coursera Project Network,77,4.5,Intermediate level,"Biological sequence/ Data manipulation with Biopython
Query Biological Databases using Biopython & web-scraping
Create an interactive  3D model of SARS-CoV-19 Protein
"
Data Engineering with MS Azure Synapse Apache Spark Pools,Data Engineering with MS Azure Synapse Apache Spark Pools,Microsoft,31,3.7,Intermediate level,"How to perform data engineering with Azure Synapse Apache Spark Pools to boost the performance of big-data analytic applications
How to ingest data using Apache Spark Notebooks in Azure Synapse Analytics
How to transform data using DataFrames in Apache Spark Pools in Azure Synapse Analytics
How to monitor and manage data engineering workloads with Apache Spark in Azure Synapse Analytics
"
Analysing Covid-19 Geospatial data with Python,Analysing Covid-19 Geospatial data with Python,Coursera Project Network,14,3.9,Intermediate level,"Perform Spatial join with different datasets.
Create Different Maps and visualization with Geopandas.
Learn how to preprocess geospatial data with Python
"
Operational Analytics with Microsoft Azure Synapse Analytics,Operational Analytics with Microsoft Azure Synapse Analytics,Microsoft,19,4.5,Intermediate level,"How to perform operational analytics against Azure Cosmos DB using the Azure Synapse Link feature within Azure Synapse Analytics
How to query Azure Cosmos DB with SQL Serverless/Apache Spark for Azure Synapse Analytics 
How to configure and enable Azure Synapse Link to interact with Azure Cosmos DB
How to use hybrid transactional and analytical processing to perform operational analytics with Azure Synapse Analytics 
"
Cervical Cancer Risk Prediction Using Machine Learning,Cervical Cancer Risk Prediction Using Machine Learning,Coursera Project Network,27,4.7,Beginner level,"Understand the theory and intuition behind XGBoost Algorithm
Preform exploratory data analysis
Develop, train and evaluate XG-Boost classifier model using Scikit-Learn
"
Artificial Intelligence Privacy and Convenience,Artificial Intelligence Privacy and Convenience,LearnQuest,58,4.7,Intermediate level,
"Managing, Describing, and Analyzing Data","Managing, Describing, and Analyzing Data",University of Colorado Boulder,27,4.6,Beginner level,"Calculate descriptive statistics and create graphical representations using R software
Solve problems and make decisions using probability distributions
Explore the basics of sampling and sampling distributions with respect to statistical inference
Classify types of data with scales of measurement
"
Introduction to Computational Statistics for Data Scientists Specialization,Introduction to Computational Statistics for Data Scientists Specialization,Databricks,46,3.8,Beginner level,"The basics of  Bayesian modeling and inference.
A conceptual understanding of the techniques used to perform Bayesian inference in practice.
Learn how to use PyMC3 to solve real-world problems.
"
Learn Embeddings and Vector Databases,Learn Embeddings and Vector Databases,Scrimba,0,0,Intermediate level,"Understand and Create Embedding
Utilize Vector Databases
Implement Advanced AI Solutions
"
Managing Machine Learning Projects with Google Cloud,Managing Machine Learning Projects with Google Cloud,Google Cloud,3605,4.6,Beginner level,"Explore common machine learning use cases implemented by businesses.
Assess the feasibility of your own ML use case and its ability to meaningfully impact your business. 
Identify the requirements to build, train, and evaluate an ML model. 
Define data characteristics and biases that affect the quality of ML models and recognize key considerations for managing ML projects. 
"
Statistics For Data Science,Statistics For Data Science,Coursera Project Network,20,4.0,Beginner level,"Understanding distribution of the dataset, measure the spread and much more
"
Bayesian Statistics,Bayesian Statistics,Duke University,791,3.8,Intermediate level,
Social Network Analysis,Social Network Analysis,"University of California, Davis",223,4.7,Beginner level,"Define networks and discover the languages networks use.
Analyze a social network through data wrangling and visualizing a network.
Discuss what mechanisms generate networks.
Examine social networks analysis using case studies.
"
Data Engineering in AWS,Data Engineering in AWS,Whizlabs,11,3.3,Beginner level," Analyze various data gathering techniques  
 Analyze techniques to handle missing data  
 Implement feature extraction and feature selection with Principal Component Analysis and Variance Thresholds  
"
Data Analysis and Reporting in SAS Visual Analytics,Data Analysis and Reporting in SAS Visual Analytics,SAS,349,4.8,,
"Performing Network, Path, and Text Analyses in SAS Visual Analytics","Performing Network, Path, and Text Analyses in SAS Visual Analytics",SAS,190,4.7,Intermediate level," To describe the data structure needed for network analysis, path analysis, and text analytics.
How to create network analysis to analyze relationship between entities in SAS Visual Analytics.  
How to create path analysis to understand frequent paths in SAS Visual Analytics.    
How to create text analytics to analyze unstructured text in SAS Visual Analytics.    
"
Natural Language Processing in Microsoft Azure,Natural Language Processing in Microsoft Azure,Microsoft,75,4.7,Beginner level,"How to describe features of Natural Language Processing (NLP) workloads on Azure 
How to identify features of common NLP Workload Scenarios
How to identify Azure tools and services for NLP workloads
"
Azure Data Lake Storage Gen2 and Data Streaming Solution,Azure Data Lake Storage Gen2 and Data Streaming Solution,Microsoft,29,4.2,Intermediate level,"How to use Azure Data Lake Storage to make processing Big Data analytical solutions more efficient. 
How to set up a stream analytics job to stream data and manage a running job
How to describe the concepts of event processing and streaming data and how this applies to Azure Stream Analytics 
How to use Advanced Threat Protection to proactively monitor your system and describe the various ways to upload data to Data Lake Storage Gen 2
"
Data Visualization in R with ggplot2,Data Visualization in R with ggplot2,Johns Hopkins University,112,4.9,Intermediate level,
Build a Data Science Web App with Streamlit and Python,Build a Data Science Web App with Streamlit and Python,Coursera Project Network,732,4.6,Intermediate level,"Build interactive web applications with Streamlit and Python
Use Pandas for data manipulation in data science workflows
"
Creating Advanced Reports with SAS Visual Analytics,Creating Advanced Reports with SAS Visual Analytics,SAS,207,4.7,Intermediate level,"How to create advanced data items (like calculated items and aggregated measures) in SAS Visual Analytics.
How to create advanced static and interactive filters and advanced ranks in SAS Visual Analytics.
How to create and apply parameters to make reports more dynamic in SAS Visual Analytics.     
"
Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics,Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics,SAS,214,4.8,Intermediate level,
Sourcing Analytics,Sourcing Analytics,Rutgers the State University of New Jersey,0,0,Beginner level,"Sourcing intelligence to help companies identify and select suppliers for critical components.
Sourcing analytics framework on how analytics can help with sourcing.
Bargain power analysis to support better negotiation and bargaining with suppliers.
"
Demand Planning in RStudio: Create Demand Forecast,Demand Planning in RStudio: Create Demand Forecast,Coursera Project Network,0,0,Intermediate level,"Analyse demand data and cateogorise products based on trend and seasonality
Model demand data and create demand forecast for a given number of forecasting periods.
Diagnose the demand model; evaluate the forecast; plot and export the output.
"
Twitter API: Mining Data using Orange Data Mining Platform,Twitter API: Mining Data using Orange Data Mining Platform,Coursera Project Network,0,0,Beginner level,"Create a Twitter developer account, apply for elevated access and use Twitter API keys to fetch data from Twitter using Orange data mining software
Perform sentiment analysis using Heatmap through VADER method
Create WordCloud for text visualization,  Document map for geo-location data & use Tweet Profiler widget to find emotion behind the tweet
"
Predictive Modeling and Machine Learning with MATLAB,Predictive Modeling and Machine Learning with MATLAB,MathWorks,111,4.8,Intermediate level,"Apply a full machine learning workflow, from cleaning data to training & evaluating models using a real-world dataset
Use apps to quickly train many machine learning models to find the best approach for your application
Customize training using cost matrices to emphasize important classes
"
Introduction to Customer Segmentation in Python,Introduction to Customer Segmentation in Python,Coursera Project Network,25,4.5,Beginner level,"Dimensionality Reduction using standard PCA and variants
Create interactive plots
Clustering data using K-Means with evaluation metrics
"
Deploy Models with TensorFlow Serving and Flask,Deploy Models with TensorFlow Serving and Flask,Coursera Project Network,198,4.5,Intermediate level,"Serve a TensorFlow model with TensorFlow Serving and Docker.
Create a web application with Flask to work as an interface to a served model.
"
Introduction to Topic Modelling in R,Introduction to Topic Modelling in R,Coursera Project Network,0,0,Beginner level,"Load textual data into R, and pre-process it
Convert textual data into a document feature matrix
Run an LDA topic model on your data
"
Explainable AI: Scene Classification and GradCam Visualization,Explainable AI: Scene Classification and GradCam Visualization,Coursera Project Network,53,4.7,Intermediate level,"Understand the theory and intuition behind Deep Neural Networks, Residual Nets, and Convolutional Neural Networks (CNNs)
Build a deep learning model based on Convolutional Neural Network and Residual blocks using Keras with Tensorflow 2.0 as a backend
Visualize the Activation Maps used by CNN to make predictions using Grad-CAM and Deploy the trained model using Tensorflow Serving
"
Data Science: Statistics and Machine Learning Specialization,Data Science: Statistics and Machine Learning Specialization,Johns Hopkins University,593,4.6,Intermediate level,"Perform regression analysis, least squares and inference using regression models.
Build and apply prediction functions
Develop public data products
"
Generate Synthetic Images with DCGANs in Keras,Generate Synthetic Images with DCGANs in Keras,Coursera Project Network,249,4.5,Advanced level,"Understand Deep Convolutional Generative Adversarial Networks (DCGANs and GANs)
Design and train DCGANs using the Keras API in Python
"
"Classification Trees in Python, From Start To Finish","Classification Trees in Python, From Start To Finish",Coursera Project Network,229,4.6,Intermediate level,"Create Classification Trees in Python
Apply Cost Complexity Pruning in Python
Apply Cross Validation in Python
Create Confusion Matrices in Python
"
English/French Translator: Long Short Term Memory Networks,English/French Translator: Long Short Term Memory Networks,Coursera Project Network,51,1.5,Beginner level,"Create a pipeline to remove stop-words, perform tokenization and padding
Understand the theory and intuition behind Recurrent Neural Networks and LSTM
Train the deep learning model and assess its performance   
"
Geospatial Data Visualization using Python and Folium,Geospatial Data Visualization using Python and Folium,Coursera Project Network,12,5.0,Intermediate level,"Learn how to Preprocess and Prepare your Geospatial Data 
Learn how to use Folium python module for Geospatial Data visualization  
Learn to extract time related informations from timestamps 
"
Deep Learning with PyTorch : Build an AutoEncoder,Deep Learning with PyTorch : Build an AutoEncoder,Coursera Project Network,13,4.1,Beginner level,"Create Custom Dataset 
Create AutoEncoder Network 
Train AutoEncoder Network 
"
Bank Loan Approval Prediction With Artificial Neural Nets,Bank Loan Approval Prediction With Artificial Neural Nets,Coursera Project Network,28,4.6,Beginner level,"Understand the theory and intuition behind Deep Neural Networks
Build and train a deep learning model using Keras with Tensorflow 2.0 as a backend.
Assess the performance of trained model and ensure its generalization using various Key performance indicators.
"
"AI Workflow: Machine Learning, Visual Recognition and NLP","AI Workflow: Machine Learning, Visual Recognition and NLP",IBM,71,4.5,Advanced level,
Introduction to R: Basic R syntax,Introduction to R: Basic R syntax,Coursera Project Network,39,4.5,Beginner level,"Run your first code in the statistical programming language R
Learn how to create objects and vectors in R and assign values to them
"
Descriptive and Inferential Statistics in R,Descriptive and Inferential Statistics in R,Coursera Project Network,11,4.4,Intermediate level,"summarize descriptive statistics in R
calculate correlations in R
perform hypothesis testing in R
"
Linear Regression with NumPy and Python,Linear Regression with NumPy and Python,Coursera Project Network,984,4.5,Intermediate level,"Implement the gradient descent algorithm from scratch
Perform univariate linear regression with Numpy and Python
Create data visualizations and plots using matplotlib
"
The Power of Statistics,The Power of Statistics,Google,444,4.8,Advanced level,"Explore and summarize a dataset 
Use probability distributions to model data
Conduct a hypothesis test to identify insights about data
Perform statistical analyses using Python 
"
Interactive Geospatial Visualization:Kepler GL & Jupyter Lab,Interactive Geospatial Visualization:Kepler GL & Jupyter Lab,Coursera Project Network,0,0,Intermediate level,"Create different geospatial data visualizations with Kepler & Jupyter Notebook
Design geospatial data visualization effectively with Kepler
Learn the fundamentals of large scale Geospatial big data visualization.
"
Titanic Survival Prediction Using Machine Learning,Titanic Survival Prediction Using Machine Learning,Coursera Project Network,12,4.8,Beginner level,"Understand the theory and intuition behind logistic regression classifier models
Build, train and test a logistic regression classifier model in Scikit-Learn 
Perform data cleaning, feature engineering and visualization
"
Fashion Classification with Deep Learning for Beginners,Fashion Classification with Deep Learning for Beginners,Coursera Project Network,0,0,Beginner level,"Understand the theory and intuition behind artificial neural networks
Perform data cleaning, feature engineering and visualization
Build, train and test an artificial neural network model in Keras and Tensorflow
"
Building Recommendation System Using MXNET on AWS Sagemaker,Building Recommendation System Using MXNET on AWS Sagemaker,Coursera Project Network,0,0,Advanced level,"Learn how to train a Recommendation System using Matrix Factorization using AWS Sagemaker.
Deploy it in production on the cloud using AWS Sagemaker.
"
Machine Learning with ChatGPT: Image Classification Model,Machine Learning with ChatGPT: Image Classification Model,Coursera Project Network,24,4.5,Intermediate level,"Develop an understanding of the capabilities of ChatGPT and its role in generating machine learning code.
Generate Python code for a basic neural network with Keras using ChatGPT.
Optimise your Machine Learning Model's performance by adapting it's hyperparameters with ChatGPT.
"
Master Data Analysis with Pandas: Learning Path 1 (Enhanced),Master Data Analysis with Pandas: Learning Path 1 (Enhanced),Coursera Project Network,22,4.7,Beginner level,"Master data analysis and manipulation in Pandas and Python
Define and manipulate Pandas Series
Master Pandas Attributes, methods and math operations
"
Fake News Detection with Machine Learning,Fake News Detection with Machine Learning,Coursera Project Network,246,4.6,Beginner level,"Create a pipeline to remove stop-words ,perform tokenization and padding.
Understand the theory and intuition behind Recurrent Neural Networks and LSTM
Train the deep learning model and assess its performance   
"
University Admission Prediction Using Multiple Linear Regression,University Admission Prediction Using Multiple Linear Regression,Coursera Project Network,182,4.6,Intermediate level,"Train Artificial Neural Network models to perform regression tasks
Perform exploratory data analysis
Understand the theory and intuition behind regression models and train them in Scikit Learn
Understand the difference between various regression models KPIs such as MSE, RMSE, MAE, R2, adjusted R2
 
"
Introduction to Recommender Systems: Non-Personalized and Content-Based,Introduction to Recommender Systems: Non-Personalized and Content-Based,University of Minnesota,637,4.4,Intermediate level,
Introduction to Systems and Network Mapping with Kumu,Introduction to Systems and Network Mapping with Kumu,Coursera Project Network,50,4.6,Beginner level,"Create a project and two relationship maps within Kumu, appropriately choosing map templates according to your needs.
Populate maps with elements and connections, using different fields and tags for decoration and custom data visualizations.
Run three network metric analyses and use the results to build unique views that will highlight different structural features of the network.
"
Business Analytics Specialization,Business Analytics Specialization,University of Pennsylvania,16266,4.6,Beginner level,"Explain how data is used for recruiting and performance evaluation
Model supply and demand for various business scenarios
Solve business problems with data-driven decision-making
Understand the tools used to predict customer behavior
"
Applied Social Network Analysis in Python,Applied Social Network Analysis in Python,University of Michigan,2684,4.6,Intermediate level,"Represent and manipulate networked data using the NetworkX library
Analyze the connectivity of a network
Measure the importance or centrality of a node in a network
Predict the evolution of networks over time
"
AWS: Data Collection Systems,AWS: Data Collection Systems,Whizlabs,0,0,Beginner level,"Describe data collection stages and compare their systems. 
Implement Kinesis Data streams with Kinesis Producer Library and KCL
Describe Kinesis Data Firehouse and compare their functions 
Implement the AWS Glue, experiment their functions with others services
"
AI Workflow: Enterprise Model Deployment,AI Workflow: Enterprise Model Deployment,IBM,49,4.2,Advanced level,
Neural Network from Scratch in TensorFlow,Neural Network from Scratch in TensorFlow,Coursera Project Network,277,4.5,Intermediate level,"How to implement a neural network from scratch using TensorFlow.
How to solve a multi-class classification problem using the neural network implementation.
"
Data Visualization using dplyr and ggplot2 in R,Data Visualization using dplyr and ggplot2 in R,Coursera Project Network,15,4.9,Intermediate level,"Understand the use of tidyverse, the dplyr and the ggplot2 package
Manipulate the gapminder dataset using different dplyr verbs
Create different plots from the results of dplyr verbs using ggplot2 
"
SQL CASE Statements,SQL CASE Statements,Coursera Project Network,27,4.4,Advanced level,"Understand the function of CASE statements in SQL
Write simple CASE statements
Write complex CASE statements
"
Clinical Data Models and Data Quality Assessments,Clinical Data Models and Data Quality Assessments,University of Colorado System,60,4.2,Intermediate level,
Business Analytics for Decision Making,Business Analytics for Decision Making,University of Colorado Boulder,1789,4.6,Beginner level,"Describe the significance of optimization in identifying optimal solutions for complex business problems
Implement optimization techniques to identify the best possible course of action among multiple alternatives
Judge the appropriateness of optimization techniques in finding optimal solutions for practical business challenges
"
Prepare for DP-203: Data Engineering on Microsoft Azure Exam,Prepare for DP-203: Data Engineering on Microsoft Azure Exam,Microsoft,53,4.4,Intermediate level,"How to refresh and test your knowledge of the skills mapped to all the main topics covered in the DP-203 exam.
How to demonstrate proficiency in the skills measured in Exam DP-203: Data Engineering on Microsoft Azure
How to outline the key points covered in the Microsoft Data Engineer Associate Specialization
How to describe best practices for preparing for the Exam DP-203: Data Engineering on Microsoft Azure
"
Practical Machine Learning,Practical Machine Learning,Johns Hopkins University,3242,4.5,,"Use the basic components of building and applying prediction functions
Understand concepts such as training and tests sets, overfitting, and error rates
Describe machine learning methods such as regression or classification trees
Explain the complete process of building prediction functions
"
Recommendation Systems on Google Cloud,Recommendation Systems on Google Cloud,Google Cloud,470,4.5,Advanced level,"Devise a content-based recommendation engine.
Implement a collaborative filtering recommendation engine.
Build a hybrid recommendation engine with user and content embeddings.
Use reinforcement learning techniques for contextual bandits in the context of recommendations.
"
COVID19 Data Visualization Using Python,COVID19 Data Visualization Using Python,Coursera Project Network,93,4.4,Intermediate level,"Learn to use visualization to answer to some analytical questions
Learn how to look at your data to find a good measure to stablish your analysis based upon 
Learn to use Plotly module in python
"
Structured Approach to Problem Solving,Structured Approach to Problem Solving,Fractal Analytics,47,4.8,Beginner level," Explain the lifecycle of DS project and role of structured thinking in DS project.
 Define a problem statement using the SMART framework. Explain the activities, best practices, and pitfalls in the implementation phase.
 Construct MECE issue tree to break-down business problems into parts. Create a problem statement worksheet to scope business problems. 
Explain the role of human centered design during solutioning of business problems.
"
"Data – What It Is, What We Can Do With It","Data – What It Is, What We Can Do With It",Johns Hopkins University,151,4.6,Beginner level,
Supervised Text Classification for Marketing Analytics,Supervised Text Classification for Marketing Analytics,University of Colorado Boulder,10,3.4,Beginner level,"Describe text classification and related terminology (e.g., supervised machine learning)
Apply text classification to marketing data through a peer-graded project
Apply text classification to a variety of popular marketing use cases via structured homeworks
Train, evaluate and improve the performance of the text classification models you create for your final project
"
Stability and Capability in Quality Improvement,Stability and Capability in Quality Improvement,University of Colorado Boulder,0,0,Intermediate level,"Understand how to use, select, and interpret process control charts to identify special causes of variation
Create and interpret control charts for normal and non-normal distributions
Create and interpret control charts for discrete data
Analyze the capability of a process to meet customer specifications
"
Measurement Systems Analysis,Measurement Systems Analysis,University of Colorado Boulder,0,0,Intermediate level,"Understand the terms and concepts associated with measurement systems analysis
Analyze measurement error to determine the potential capability of a measurement system
Analyze measurement error to determine the short-term and long-term capability of a measurement system
Analyze a measurement system for discrete data using potential, short-term, and long-term studies
"
ANOVA and Experimental Design,ANOVA and Experimental Design,University of Colorado Boulder,13,3.9,Intermediate level,"Identify and interpret the two-way ANOVA (and ANCOVA) model(s) as a linear regression model.
Use the two-way ANOVA and ANCOVA models to answer research questions using real data.
Define and apply the concepts of replication, repeated measures, and full factorial design in the context of two-way ANOVA.
"
Framework for Data Collection and Analysis,Framework for Data Collection and Analysis,"University of Maryland, College Park",729,4.2,Intermediate level,
Fundamentals of Machine Learning for Supply Chain,Fundamentals of Machine Learning for Supply Chain,LearnQuest,31,3.8,Beginner level,"Learn to merge, clean, and manipulate data using Python libraries such as Numpy and Pandas
Gain familiarity with the basic and advaned Python functonalities such as importing and using modules, list compreohensions, and lambda functions. 
Solve a supply chain cost optimization problem using Linear Programming with Pulp
"
Demand Forecasting Using Time Series,Demand Forecasting Using Time Series,LearnQuest,24,3.3,Intermediate level,"Building ARIMA models in Python to make demand predictions
Developing the framework for more advanced neural netowrks (such as LSTMs) by understanding autocorrelation and autoregressive models.
"
Advanced AI Techniques for the Supply Chain,Advanced AI Techniques for the Supply Chain,LearnQuest,0,0,Intermediate level,
Exploratory Data Analysis for the Public Sector with ggplot,Exploratory Data Analysis for the Public Sector with ggplot,University of Michigan,0,0,Intermediate level,"Understand the core pillars of the public sector and the core functions of public administration through statistical Exploratory Data Analysis (EDA)
Use R to explore, visualize, and present data, with a focus on equity and the administrative functions of planning and reporting
"
Basic Programming in Python I,Basic Programming in Python I,Northeastern University,0,0,Beginner level,
Vital Skills for Data Science Specialization,Vital Skills for Data Science Specialization,University of Colorado Boulder,52,4.5,Intermediate level,"Identify applications of Data Science.
Identify the steps of the Data Science process and apply them with real world data.
Discuss privacy concerns.
"
Basic Programming in Python II,Basic Programming in Python II,Northeastern University,0,0,Beginner level,
Bayesian Inference with MCMC,Bayesian Inference with MCMC,Databricks,20,3.3,Beginner level,"1. Markov Chain Monte Carlo algorithms
2. Implementing the above in Python
3. Assess the performance of Bayesian models
"
Data Storytelling,Data Storytelling,"University of California, Irvine",0,0,,
Predictive Modeling and Analytics,Predictive Modeling and Analytics,University of Colorado Boulder,590,3.6,Intermediate level,"Apply exploratory data analysis to gain insights and prepare data for predictive modeling
 Summarize and visualize datasets using appropriate tools 
Identify modeling techniques for prediction of continuous and discrete outcomes
Identify appropriate graphs to explore and display datasets  
"
Fundamentals of Database Systems,Fundamentals of Database Systems,Coursera Project Network,16,4.3,Intermediate level,"Describe database components.
Investigate examples of database system diagrams.
Use the Dia diagramming tool to add components to a database system diagram.
"
Data Analysis Using SQL,Data Analysis Using SQL,Fractal Analytics,15,4.5,Beginner level,"Extract relevant data from the database in a time efficient manner
Build powerful SQL queries to derive insights
Analyse and manage large datasets, and derive inferences from complex relational database
Enable students to create and modify databases for relevant business problems
"
Developing Data Products,Developing Data Products,Johns Hopkins University,2253,4.6,,"Develop basic applications and interactive graphics using GoogleVis
Use Leaflet to create interactive annotated maps
Build an R Markdown presentation that includes a data visualization
Create a data product that tells a story to a mass audience
"
Predictive Analytics for Business with H2O in R,Predictive Analytics for Business with H2O in R,Coursera Project Network,51,4.9,Intermediate level,"Apply machine learning and predictive analytics to solve a business problem  
Explain and describe automatic machine learning (AutoML)  
Perform Automatic Machine Learning with H2O and R 
"
Linear Algebra: Orthogonality and Diagonalization,Linear Algebra: Orthogonality and Diagonalization,Johns Hopkins University,11,4.9,Intermediate level,
Scripting with Python and SQL for Data Engineering,Scripting with Python and SQL for Data Engineering,Duke University,76,4.4,Intermediate level,"Extract data from different sources and map it to Python data structures.
Design Scripts to connect and query a SQL database from within Python.
Apply scraping techniques to read and extract data from a website.
"
Introduction to Data Science Specialization,Introduction to Data Science Specialization,IBM,12443,4.7,Beginner level,"Describe what data science and machine learning are, their applications & use cases, and various types of tasks performed by data scientists  
Gain hands-on familiarity with common data science tools including JupyterLab, R Studio, GitHub and Watson Studio 
Develop the mindset to work like a data scientist, and follow a methodology to tackle different types of data science problems
Write SQL statements and query Cloud databases using Python from Jupyter notebooks
"
Statistics with Python Specialization,Statistics with Python Specialization,University of Michigan,2784,4.6,Beginner level,"Create and interpret data visualizations using the Python programming language and associated packages & libraries
Apply and interpret inferential procedures when analyzing real data
Apply statistical modeling techniques to data (ie. linear and logistic regression, linear models, multilevel models, Bayesian inference techniques)
Understand importance of connecting research questions to data analysis methods.
"
Computational Social Science Capstone Project,Computational Social Science Capstone Project,"University of California, Davis",37,4.6,Intermediate level,
Bitcoin Price Prediction using Facebook Prophet,Bitcoin Price Prediction using Facebook Prophet,Coursera Project Network,53,1.5,Beginner level,"Create a  Facebook Prophet Machine learning model & Forecast the price of Bitcoin for the future 30 days
Learn to Visualize Bitcoin using Plotly Express
Learn to Extract Financial Data and Analyze it using Google Sheets
"
Bayesian Statistics: Capstone Project,Bayesian Statistics: Capstone Project,"University of California, Santa Cruz",0,0,Advanced level,"Demonstrate a wide range of skills and knowledge in Bayesian statistics.
Explain essential concepts in Bayesian statistics.
Apply what you know to real-world data.
"
Serverless Data Processing with Dataflow: Foundations,Serverless Data Processing with Dataflow: Foundations,Google Cloud,72,4.2,Intermediate level,
Serverless Data Processing with Dataflow: Develop Pipelines,Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud,38,4.1,Advanced level,
Probabilistic Deep Learning with TensorFlow 2,Probabilistic Deep Learning with TensorFlow 2,Imperial College London,98,4.7,Advanced level,
Promote the Ethical Use of Data-Driven Technologies,Promote the Ethical Use of Data-Driven Technologies,CertNexus,201,4.7,Beginner level,"  Distinguish between artificial intelligence and data science concepts.
  Protect data privacy with ethical and legal standards.
 Assess the potential risks of bias.
Advocate for the importance of risk evaluation in emerging technologies.
"
Image Classification with CNNs using Keras,Image Classification with CNNs using Keras,Coursera Project Network,546,4.4,Intermediate level,"Implement Convolutional Neural Networks in Keras with TensorFlow backend
Train Convolutional Neural Networks to solve Image Classification
"
Calculating Descriptive Statistics in R,Calculating Descriptive Statistics in R,Coursera Project Network,49,4.8,Beginner level,"Calculate basic descriptive statistics for qualitative variables
Calculate basic descriptive statistics for quantitative variables
Check the distribution of quantitative variables
 
"
Medical Insurance Premium Prediction with Machine Learning,Medical Insurance Premium Prediction with Machine Learning,Coursera Project Network,16,4.6,Beginner level,"Understand the theory and intuition behind artificial neural networks
Build, train and test an artificial neural network model in Keras and Tensorflow
Perform data cleaning, feature engineering and visualization
"
Data Manipulation and Management using MYSQL Workbench,Data Manipulation and Management using MYSQL Workbench,Coursera Project Network,10,4.3,Beginner level,"You will be able to select data from tables with cutom filter by different SQL keywords.
You will be able to create a query with aggregate function and groupingby statement and how to join between tables with different properties and data
"
Data Warehousing with Oracle: Design a Database,Data Warehousing with Oracle: Design a Database,Coursera Project Network,0,0,Intermediate level,"Evaluate the guiding principles of data warehousing
Summarize data from multiple sources
Apply data warehouse business intelligence tools
"
"Support Vector Machines in Python, From Start to Finish","Support Vector Machines in Python, From Start to Finish",Coursera Project Network,148,4.6,Intermediate level,"Import data into, and manipulating a pandas dataframe
Format the data for a support vector machine, including One-Hot Encoding and missing data.
Optimize parameters for the radial basis function and classification
Build, evaluate, draw and interpret a support vector machine
"
Statistical Forecasting Techniques in Google Sheets,Statistical Forecasting Techniques in Google Sheets,Coursera Project Network,27,4.4,Beginner level,"Identify use cases for forecasting growth
Understand and recognize linear and exponential growth   
Conduct exponential regression with a linear model
"
Predict Employee Turnover with scikit-learn,Predict Employee Turnover with scikit-learn,Coursera Project Network,254,4.4,Intermediate level,"Apply decision trees and random forests with scikit-learn to classification problems
Interpret decision trees and random forest models using feature importances
Tune model hyperparamters to improve classification accuracy
Create interactive, GUI components in Jupyter notebooks using widgets
"
Time Series Data Visualization And Analysis Techniques,Time Series Data Visualization And Analysis Techniques,Coursera Project Network,13,4.3,Intermediate level,"Learn to analyze Time series data using different tasks 
Learn to analyze boxplots, linecharts and barcharts
Learn to work with plotly python module
"
Datadog: Getting started with the Helm Chart,Datadog: Getting started with the Helm Chart,Google Cloud,0,0,Beginner level,"Deploy the Datadog Helm chart
Add a toleration to the agent
Change configuration values from the Helm chart
"
Neural Style Transfer with TensorFlow,Neural Style Transfer with TensorFlow,Coursera Project Network,111,4.6,Intermediate level,"Develop an understanding of how Neural Style Transfer works.
Be able to apply Neural Style Transfer to stylize a given content image.
"
Factorial and Fractional Factorial Designs,Factorial and Fractional Factorial Designs,Arizona State University,71,4.7,Intermediate level,"Conduct a factorial experiment in blocks and construct and analyze a fractional factorial design
Apply the factorial concept to experiments with several factors
Use the analysis of variance for factorial designs
Use the 2^k system of factorial designs
"
Basic Image Classification with TensorFlow,Basic Image Classification with TensorFlow,Coursera Project Network,817,4.6,Beginner level,"Create, train and evaluate a neural network in TensorFlow
Understand the basics of neural networks
Solve classification problems with neural networks
"
IBM AI Engineering Professional Certificate,IBM AI Engineering Professional Certificate,IBM,6051,4.5,Intermediate level,"Describe machine learning, deep learning, neural networks, and ML algorithms like classification, regression, clustering, and dimensional reduction 
Implement supervised and unsupervised machine learning models using SciPy and ScikitLearn 
Deploy machine learning algorithms and pipelines on Apache Spark 
Build deep learning models and neural networks using Keras, PyTorch, and TensorFlow 
"
